triplet	gv	count	expected	ratio
כסמ	120	1	1.0	0.996
צלל	150	1	4.9	0.205
עזך	97	1	0.3	3.361
דשך	324	1	1.3	0.759
וןח	64	1	3.3	0.299
נבה	57	1	16.2	0.062
חזמ	55	1	0.8	1.220
דנמ	94	1	3.6	0.278
עךי	100	1	4.3	0.235
כונ	76	1	9.3	0.108
תףב	482	1	0.9	1.145
פאך	101	1	1.4	0.716
סין	120	1	1.1	0.922
יןס	120	1	1.1	0.922
סנו	116	1	2.4	0.412
ךבת	422	1	3.5	0.284
טלס	99	1	0.3	3.193
דקמ	144	1	1.7	0.585
חספ	148	1	0.2	4.010
סדק	164	1	0.3	3.754
ככפ	120	1	1.1	0.874
דיף	94	1	0.7	1.515
טול	45	1	4.2	0.236
קרכ	320	1	2.6	0.381
מאנ	91	1	13.8	0.072
כצפ	190	1	0.4	2.565
צנצ	230	1	0.3	3.287
יצמ	140	1	4.8	0.209
לןה	85	1	9.2	0.108
בצמ	132	1	2.5	0.402
טוס	75	1	0.4	2.253
ךמז	67	1	0.4	2.613
קמח	148	1	1.7	0.573
קמד	144	1	1.7	0.585
שםכ	360	1	5.1	0.196
שלר	530	1	21.8	0.046
רזד	211	1	1.0	0.991
םחת	448	1	4.9	0.204
אטו	16	1	5.3	0.188
בלג	35	1	2.7	0.375
ךיל	60	1	8.2	0.123
טןי	69	1	0.9	1.150
תגי	413	1	4.3	0.233
גדמ	47	1	0.8	1.299
נכנ	120	1	3.0	0.333
סוש	366	1	3.8	0.261
קלש	430	1	5.6	0.177
שןה	355	1	6.7	0.150
דבע	76	1	4.6	0.216
ךרד	224	1	1.5	0.652
פזכ	107	1	0.3	3.411
אףס	141	1	0.2	5.530
רסל	290	1	3.2	0.317
עךס	150	1	0.3	3.294
זכי	37	1	2.1	0.466
ןגז	60	1	0.1	14.047
אבג	6	1	3.3	0.299
אאצ	92	1	7.7	0.130
צעא	161	1	3.2	0.313
סוג	69	1	0.5	1.924
קםא	141	1	4.8	0.207
נצו	146	1	3.2	0.316
סון	116	1	1.0	0.953
שןת	750	1	4.3	0.234
הפצ	175	1	1.3	0.788
תפצ	570	1	0.8	1.231
עחב	80	1	4.7	0.212
םשן	390	1	2.5	0.396
תסק	560	1	0.7	1.472
רנג	253	1	1.4	0.738
יגח	21	1	1.7	0.583
תיג	413	1	4.3	0.233
גףש	383	1	0.1	10.220
עצא	161	1	3.2	0.313
בגנ	55	1	1.2	0.819
ששד	604	1	6.1	0.163
טבכ	31	1	0.9	1.098
רפש	580	1	4.4	0.229
םיב	52	1	19.6	0.051
אםג	44	1	2.2	0.461
םטר	249	1	1.2	0.804
ףיט	99	1	0.2	5.912
רףי	290	1	1.7	0.588
לםפ	150	1	3.5	0.284
סזב	69	1	0.3	3.435
םצע	200	1	1.3	0.799
גתי	413	1	4.3	0.233
ףתל	510	1	1.1	0.871
מתר	640	1	16.9	0.059
יסא	71	1	6.9	0.145
שרך	520	1	3.4	0.295
טתא	410	1	3.1	0.319
טתו	415	1	3.5	0.283
געש	373	1	1.3	0.755
תעה	475	1	20.2	0.049
אךר	221	1	5.9	0.170
בץת	492	1	1.1	0.920
גכי	33	1	2.1	0.486
תרם	640	1	12.4	0.081
ךלז	57	1	0.6	1.753
ץדם	134	1	0.3	3.619
לבח	40	1	9.1	0.110
פהנ	135	1	4.3	0.234
ץשמ	430	1	0.8	1.200
קשפ	480	1	1.1	0.886
וץת	496	1	2.0	0.493
בטב	13	1	1.7	0.578
ןבה	57	1	7.0	0.143
ככי	50	1	8.4	0.119
ראצ	291	1	5.2	0.194
טפח	97	1	0.2	5.004
םעצ	200	1	1.3	0.799
חםפ	128	1	1.2	0.851
תלל	460	1	29.8	0.034
בלל	62	1	27.2	0.037
סרח	268	1	1.1	0.952
רחע	278	1	5.2	0.191
ךיר	230	1	6.9	0.146
ףתע	550	1	0.6	1.669
ףשנ	430	1	0.5	2.189
חהת	413	1	12.9	0.077
חןת	458	1	2.0	0.508
עצפ	240	1	0.5	1.967
פנת	530	1	2.7	0.366
זלג	40	1	0.4	2.782
דחצ	102	1	0.5	1.882
ךקל	150	1	1.2	0.824
כתף	500	1	0.5	2.176
סךע	150	1	0.3	3.294
שתס	760	1	2.3	0.443
התצ	495	1	5.3	0.189
זךכ	47	1	0.2	4.382
בץמ	132	1	0.9	1.143
רמג	243	1	2.0	0.504
טמע	119	1	1.0	0.953
דתע	474	1	5.1	0.197
פהמ	125	1	6.2	0.160
פדב	86	1	1.8	0.563
נזה	62	1	2.2	0.458
דסו	70	1	1.7	0.578
פהי	95	1	13.6	0.073
יץז	107	1	0.3	3.883
נטא	60	1	1.7	0.580
חבש	310	1	6.6	0.152
חוס	74	1	1.8	0.566
אזן	58	1	0.9	1.098
זןב	59	1	0.6	1.813
דמס	104	1	0.8	1.219
חלפ	118	1	2.4	0.419
מקם	180	1	2.6	0.388
סלפ	170	1	0.7	1.338
בכפ	102	1	2.2	0.460
נסך	130	1	0.3	3.751
כנס	130	1	0.7	1.459
מקט	149	1	0.4	2.282
רקט	309	1	0.6	1.817
תסכ	480	1	1.2	0.802
ףבפ	162	1	0.2	4.774
חלש	338	1	8.6	0.116
נמן	140	1	2.2	0.459
חתק	508	1	2.2	0.462
חמע	118	1	4.2	0.240
עתכ	490	1	6.2	0.161
בעא	73	1	17.8	0.056
רןפ	330	1	1.2	0.838
קפו	186	1	2.2	0.453
חגד	15	1	0.4	2.615
מךז	67	1	0.4	2.613
רדק	304	1	2.1	0.466
ףאד	85	1	0.6	1.769
יגף	93	1	0.2	5.049
הפן	135	1	1.8	0.542
רגע	273	1	1.5	0.648
האע	76	1	30.5	0.033
עתנ	520	1	7.1	0.140
דעך	94	1	0.9	1.054
פסל	170	1	0.7	1.338
וחנ	64	1	7.7	0.129
ןנצ	190	1	0.4	2.262
קהפ	185	1	2.0	0.493
קדע	174	1	1.3	0.752
באע	73	1	17.8	0.056
לפט	119	1	0.6	1.669
ךתז	427	1	0.5	2.103
כרפ	300	1	2.4	0.415
חטי	27	1	1.5	0.683
מץד	134	1	0.4	2.657
חחג	19	1	0.4	2.563
קרן	350	1	1.3	0.769
עדצ	164	1	0.8	1.204
ךהפ	105	1	1.4	0.690
פתז	487	1	0.6	1.637
החכ	33	1	6.2	0.161
אוק	107	1	13.9	0.072
דנד	58	1	1.8	0.571
שחמ	348	1	5.8	0.173
שמכ	360	1	6.9	0.144
קצע	260	1	0.6	1.805
צפם	210	1	0.5	2.083
יצפ	180	1	1.4	0.700
עטב	81	1	1.2	0.842
שבד	306	1	6.4	0.156
עשש	670	1	9.8	0.102
ציק	200	1	1.6	0.643
צקל	220	1	1.1	0.942
חכן	78	1	0.9	1.058
קחס	168	1	0.3	3.680
עפנ	200	1	1.7	0.585
לגת	433	1	2.9	0.342
םקל	170	1	3.8	0.260
לחצ	128	1	1.6	0.615
חיס	78	1	1.8	0.548
דןח	62	1	0.8	1.295
ףפק	260	1	0.1	16.645
גלג	36	1	0.3	2.906
אדן	55	1	2.9	0.344
חהנ	63	1	7.1	0.141
רדל	234	1	9.8	0.102
קצץ	280	1	0.1	19.619
וךת	426	1	6.6	0.152
אכמ	61	1	12.1	0.083
עהט	84	1	2.0	0.492
פדמ	124	1	1.6	0.637
רכס	280	1	1.3	0.793
ןמט	99	1	0.4	2.511
רגכ	223	1	1.2	0.845
ילס	100	1	5.5	0.183
טשש	609	1	1.6	0.637
תצי	500	1	6.0	0.168
ץנז	147	1	0.1	12.415
דשז	311	1	0.9	1.154
תבפ	482	1	4.5	0.221
ךשע	390	1	2.1	0.476
נןי	110	1	4.8	0.210
קוא	107	1	13.9	0.072
חוח	22	1	5.6	0.177
פדר	284	1	2.0	0.508
הדמ	49	1	10.2	0.098
נצת	540	1	1.9	0.537
האצ	96	1	8.0	0.126
קמץ	230	1	0.3	3.984
מאפ	121	1	6.0	0.166
ורס	266	1	4.5	0.224
מןת	490	1	4.0	0.252
מץכ	150	1	0.5	2.171
באם	43	1	16.8	0.059
טופ	95	1	0.8	1.178
םעז	117	1	0.9	1.062
חחכ	36	1	1.6	0.628
ךהד	29	1	2.4	0.422
לםד	74	1	5.8	0.174
אוס	67	1	6.6	0.150
לדמ	74	1	7.8	0.127
טאע	80	1	2.0	0.510
אןב	53	1	6.8	0.148
בפק	182	1	1.2	0.844
בגז	12	1	0.3	3.660
גזל	40	1	0.4	2.782
םרג	243	1	1.5	0.687
קדב	106	1	1.9	0.516
טהע	84	1	2.0	0.492
אמד	45	1	9.8	0.102
רףפ	360	1	0.2	4.305
פוז	93	1	1.0	0.963
כתח	428	1	4.0	0.251
ץיק	200	1	0.5	1.825
פגו	89	1	1.0	1.006
יתג	413	1	4.3	0.233
אבט	12	1	2.9	0.350
תסל	490	1	3.1	0.321
פדל	114	1	2.3	0.428
ציץ	190	1	0.3	2.919
יזמ	57	1	3.6	0.278
קמש	440	1	3.8	0.264
טרמ	249	1	1.7	0.590
זנם	97	1	0.8	1.209
קחח	116	1	0.9	1.153
יקא	111	1	14.3	0.070
יזע	87	1	2.8	0.357
מםל	110	1	11.8	0.085
חזו	21	1	1.7	0.578
לדד	38	1	3.8	0.262
שדר	504	1	7.1	0.140
תשס	760	1	2.3	0.443
ממפ	160	1	3.2	0.310
יסט	79	1	0.5	2.179
עשס	430	1	1.4	0.709
גרט	212	1	0.2	4.037
קשק	500	1	1.2	0.813
נשר	550	1	10.0	0.100
שחף	388	1	0.3	3.006
הנץ	145	1	1.0	0.977
סיד	74	1	1.8	0.559
נפה	135	1	4.3	0.234
לףכ	130	1	0.6	1.814
ץהע	165	1	1.2	0.858
נתר	650	1	11.5	0.087
חגב	13	1	0.9	1.125
ערג	273	1	1.5	0.648
עבנ	122	1	6.5	0.154
עאי	81	1	34.3	0.029
אנק	151	1	4.5	0.223
ץאו	97	1	3.1	0.328
אוט	16	1	5.3	0.188
קץה	195	1	0.5	2.054
ץלה	125	1	2.2	0.448
תדו	410	1	13.8	0.072
םכנ	110	1	3.2	0.310
ספח	148	1	0.2	4.010
געמ	113	1	1.2	0.814
דרג	207	1	1.0	1.035
שפל	410	1	5.2	0.193
פךש	400	1	0.8	1.241
קןה	155	1	2.0	0.498
עהנ	125	1	11.1	0.090
נהפ	135	1	4.3	0.234
קטה	114	1	0.9	1.176
רטר	409	1	2.1	0.470
געל	103	1	1.8	0.547
עבג	75	1	1.4	0.719
דצמ	134	1	1.1	0.936
דפש	384	1	1.7	0.591
קאו	107	1	13.9	0.072
עיכ	100	1	10.9	0.091
כהצ	115	1	2.5	0.394
שהט	314	1	2.8	0.354
סשנ	410	1	1.2	0.807
עתמ	510	1	10.4	0.096
תאצ	491	1	5.1	0.196
לכף	130	1	0.6	1.814
ןית	460	1	8.6	0.116
משג	343	1	1.7	0.587
לגש	333	1	2.5	0.394
צקה	195	1	1.4	0.723
םדם	84	1	2.8	0.352
כףה	105	1	0.7	1.394
כנג	73	1	0.6	1.555
ענר	320	1	7.2	0.139
תיק	510	1	9.5	0.105
צעמ	200	1	1.7	0.586
טחא	18	1	1.3	0.797
חלץ	128	1	0.6	1.748
טוח	23	1	1.4	0.706
ציו	106	1	10.1	0.099
םטמ	89	1	1.0	1.009
הטח	22	1	1.3	0.769
פאה	86	1	11.7	0.086
טאא	11	1	4.7	0.212
אשט	310	1	2.7	0.367
ףבמ	122	1	0.7	1.423
שטף	389	1	0.1	11.966
מיז	57	1	3.6	0.278
יזו	23	1	7.6	0.131
עבם	112	1	7.0	0.143
תזו	413	1	4.3	0.231
עםט	119	1	0.8	1.299
בדק	106	1	1.9	0.516
רםג	243	1	1.5	0.687
זאז	15	1	0.5	2.122
מדח	52	1	2.6	0.382
הגח	16	1	1.5	0.657
נןה	105	1	4.2	0.237
ךטמ	69	1	0.3	3.195
גזר	210	1	0.3	3.301
דמם	84	1	3.9	0.259
שרם	540	1	10.7	0.093
חטש	317	1	0.7	1.383
טמח	57	1	0.7	1.491
ודצ	100	1	2.3	0.443
ותן	456	1	8.4	0.120
דדת	408	1	3.2	0.314
זמה	52	1	3.2	0.312
עלט	109	1	1.6	0.640
לתט	439	1	2.5	0.400
תקא	501	1	8.2	0.123
קאה	106	1	12.7	0.079
קטק	209	1	0.1	7.024
טוכ	35	1	1.7	0.589
רטכ	229	1	1.0	0.990
ןפע	200	1	0.7	1.353
מכש	360	1	6.9	0.144
דרפ	284	1	2.0	0.508
קתש	800	1	4.7	0.213
תטר	609	1	2.1	0.475
טאפ	90	1	0.8	1.329
ץונ	146	1	1.1	0.898
עץמ	200	1	0.6	1.665
פופ	166	1	2.0	0.493
טלנ	89	1	1.4	0.729
תזנ	457	1	1.4	0.715
תךג	423	1	0.5	2.197
פתצ	570	1	0.8	1.231
ןטמ	99	1	0.4	2.511
אפת	481	1	7.5	0.134
הזמ	52	1	3.2	0.312
קור	306	1	9.3	0.107
קץב	192	1	0.3	3.518
ףהט	94	1	0.2	6.653
ללז	67	1	3.7	0.273
ררג	403	1	2.5	0.401
דקא	105	1	3.2	0.313
גשל	333	1	2.5	0.394
שקנ	450	1	2.6	0.387
בזב	11	1	2.1	0.472
אןת	451	1	7.4	0.135
טנד	63	1	0.4	2.229
עזכ	97	1	0.8	1.308
דממ	84	1	5.3	0.190
יףה	95	1	2.6	0.381
קטל	139	1	0.7	1.531
זהח	20	1	1.6	0.629
חהז	20	1	1.6	0.629
ספכ	160	1	0.3	3.343
ענף	200	1	0.3	3.037
עץע	230	1	0.5	2.142
חגת	411	1	1.0	1.025
עית	480	1	22.8	0.044
חגו	17	1	1.7	0.603
תזך	427	1	0.5	2.103
דחק	112	1	0.8	1.177
נהז	62	1	2.2	0.458
לםס	130	1	1.8	0.543
יקל	140	1	11.4	0.088
תשן	750	1	4.3	0.234
םכג	63	1	0.7	1.446
םתז	447	1	1.5	0.665
צרש	590	1	3.0	0.336
אמכ	61	1	12.1	0.083
נאס	111	1	2.1	0.465
ווצ	102	1	9.8	0.102
רלצ	320	1	4.1	0.244
רץס	350	1	0.2	6.615
זתע	477	1	1.6	0.628
נשך	370	1	1.8	0.542
נמכ	110	1	4.4	0.227
שרס	560	1	2.3	0.439
חתג	411	1	1.0	1.025
תגא	404	1	3.7	0.272
פאם	121	1	4.4	0.226
בחק	110	1	2.0	0.506
גשמ	343	1	1.7	0.587
ץיב	102	1	1.9	0.523
םדי	54	1	8.4	0.119
בצי	102	1	5.4	0.184
חבא	11	1	11.4	0.088
סוו	72	1	7.5	0.133
יאף	91	1	2.5	0.395
קזר	307	1	0.7	1.486
גאו	10	1	6.2	0.160
ןעז	127	1	0.4	2.642
כחכ	48	1	1.9	0.524
םאז	48	1	2.3	0.441
שממ	380	1	11.7	0.086
אזת	408	1	3.8	0.261
זתש	707	1	2.2	0.452
צתא	491	1	5.1	0.196
בםב	44	1	10.2	0.098
דףו	90	1	0.6	1.567
מנס	150	1	1.1	0.870
ץאי	101	1	3.2	0.317
עןב	122	1	2.8	0.356
טימ	59	1	2.9	0.339
פשם	420	1	2.6	0.392
גםז	50	1	0.2	5.647
אסת	461	1	3.9	0.256
לאג	34	1	4.4	0.227
כךח	48	1	0.7	1.346
כךל	70	1	2.2	0.449
פיז	97	1	1.1	0.932
נגר	253	1	1.4	0.738
ףער	350	1	0.6	1.651
ןתה	455	1	7.7	0.130
זתה	412	1	4.0	0.252
קלא	131	1	9.8	0.102
ךאך	41	1	1.1	0.919
םגא	44	1	2.2	0.461
תבס	462	1	2.4	0.422
זבש	309	1	2.0	0.496
ףלב	112	1	1.0	0.955
מןח	98	1	1.6	0.631
תפב	482	1	4.5	0.221
וכם	66	1	10.0	0.100
בנס	112	1	1.3	0.768
בוצ	98	1	5.2	0.191
דמח	52	1	2.6	0.382
סדג	67	1	0.1	8.342
נהד	59	1	7.0	0.143
ןחנ	108	1	1.1	0.924
נםנ	140	1	3.7	0.270
הןפ	135	1	1.8	0.542
רזכ	227	1	1.2	0.810
ףשל	410	1	1.0	1.003
ףהפ	165	1	0.4	2.787
ףבש	382	1	0.8	1.319
הפד	89	1	3.0	0.329
דזא	12	1	1.5	0.665
ןהפ	135	1	1.8	0.542
טוד	19	1	1.4	0.721
מזל	77	1	2.5	0.407
םתפ	520	1	2.9	0.340
שאם	341	1	16.0	0.062
שגא	304	1	3.2	0.314
שטה	314	1	2.8	0.354
פהק	185	1	2.0	0.493
ךנפ	150	1	0.5	1.960
ןבס	112	1	0.6	1.777
םנט	99	1	0.7	1.479
חקנ	158	1	1.2	0.840
מץי	140	1	1.7	0.593
הזי	22	1	7.0	0.143
םוס	106	1	2.6	0.383
לחז	45	1	1.2	0.818
םסי	110	1	2.7	0.371
רךס	280	1	0.5	2.039
ןכפ	150	1	0.6	1.765
תנא	451	1	17.1	0.058
ןדע	124	1	1.2	0.828
ודפ	90	1	3.3	0.302
רפב	282	1	4.6	0.218
ןפג	133	1	0.1	7.196
ןפב	132	1	1.1	0.929
חנכ	78	1	2.2	0.458
ףשת	780	1	0.8	1.203
קיכ	130	1	4.6	0.219
הקע	175	1	5.3	0.189
לזה	42	1	4.8	0.210
כהע	95	1	9.7	0.103
כמר	260	1	8.1	0.124
ףאה	86	1	2.3	0.444
סחב	70	1	0.9	1.055
נוט	65	1	1.9	0.514
כחק	128	1	1.0	0.962
סחו	74	1	1.8	0.566
נןש	400	1	2.3	0.426
ומם	86	1	16.8	0.060
נזח	65	1	0.6	1.786
ןלצ	170	1	1.0	1.036
ןשד	354	1	1.7	0.597
מאס	101	1	3.1	0.318
ףלכ	130	1	0.6	1.814
ללצ	150	1	4.9	0.205
ברט	211	1	1.9	0.521
םמנ	130	1	5.4	0.185
פצו	176	1	1.4	0.724
קהע	175	1	5.3	0.189
קעה	175	1	5.3	0.189
פשנ	430	1	2.4	0.422
מןכ	110	1	1.9	0.526
חשט	317	1	0.7	1.383
וטח	23	1	1.4	0.706
דכו	30	1	6.6	0.151
ועג	79	1	2.6	0.386
וכט	35	1	1.7	0.589
טלע	109	1	1.6	0.640
קךכ	140	1	0.5	2.060
גני	63	1	2.4	0.425
דחד	16	1	1.3	0.785
עןכ	140	1	1.5	0.677
לףר	310	1	1.2	0.861
חטל	47	1	1.0	1.001
דגי	17	1	1.7	0.595
ךדב	26	1	1.4	0.723
יאצ	101	1	9.0	0.112
ידד	18	1	5.6	0.179
חנס	118	1	0.6	1.751
יגז	20	1	0.5	1.899
טשע	379	1	1.1	0.884
שטח	317	1	0.7	1.383
םשט	349	1	1.1	0.936
נןס	160	1	0.3	2.948
פאנ	131	1	4.1	0.243
םתס	500	1	1.5	0.651
סעע	200	1	1.0	0.983
ןזכ	77	1	0.3	3.445
טהז	21	1	0.4	2.503
בןס	112	1	0.6	1.777
דגא	8	1	1.4	0.695
ץאם	131	1	1.1	0.942
ןמצ	180	1	0.6	1.544
שםז	347	1	1.3	0.765
רץק	390	1	0.3	3.172
אםח	49	1	7.4	0.136
שאך	321	1	5.1	0.198
גום	49	1	2.4	0.408
אכנ	71	1	8.2	0.122
כחך	48	1	0.7	1.346
חטם	57	1	0.5	2.031
סדנ	114	1	0.6	1.786
מנא	91	1	13.8	0.072
ףפו	166	1	0.4	2.560
ןאע	121	1	4.6	0.216
לבז	39	1	2.8	0.359
םפג	123	1	0.3	2.893
רץר	490	1	1.2	0.821
סךר	280	1	0.5	2.039
סךח	88	1	0.2	5.152
פרם	320	1	3.0	0.337
כגר	223	1	1.2	0.845
סתי	470	1	4.6	0.219
תשג	703	1	2.1	0.473
גגת	406	1	0.3	3.486
גדף	87	1	0.0	22.629
שעצ	460	1	1.8	0.544
יצת	500	1	6.0	0.168
נףפ	210	1	0.1	7.919
ןתז	457	1	0.6	1.653
חקר	308	1	2.2	0.456
דהק	109	1	3.3	0.302
דאנ	55	1	6.7	0.149
גםכ	63	1	0.7	1.446
עטכ	99	1	0.6	1.599
כרג	223	1	1.2	0.845
רחד	212	1	3.3	0.304
טפם	129	1	0.3	3.387
אשז	308	1	3.3	0.300
בחכ	30	1	3.6	0.276
ישז	317	1	3.9	0.257
עאה	76	1	30.5	0.033
צףמ	210	1	0.1	7.935
ץאל	121	1	2.2	0.464
במג	45	1	1.8	0.559
נעצ	210	1	1.2	0.859
טתל	439	1	2.5	0.400
ץצי	190	1	0.3	2.919
ודג	13	1	1.6	0.615
אךפ	101	1	1.4	0.716
מםת	480	1	9.9	0.101
בםת	442	1	11.2	0.090
ךכח	48	1	0.7	1.346
חעו	84	1	8.8	0.113
קךו	126	1	1.7	0.582
נםח	98	1	2.7	0.371
םכד	64	1	2.3	0.434
גןמ	93	1	0.5	2.145
כמל	90	1	9.6	0.104
וךש	326	1	5.7	0.175
ליט	49	1	4.4	0.228
יןצ	150	1	1.4	0.707
געע	143	1	1.0	1.048
אזו	14	1	6.5	0.153
בפו	88	1	7.7	0.130
ךאד	25	1	2.3	0.438
רקצ	390	1	0.9	1.117
ןבח	60	1	1.8	0.557
ברג	205	1	2.2	0.445
טיש	319	1	3.2	0.315
רןש	550	1	4.3	0.231
תהם	445	1	19.1	0.052
סבב	64	1	2.2	0.463
ןלח	88	1	2.4	0.423
צהב	97	1	4.8	0.207
שוך	326	1	5.7	0.175
שךה	325	1	5.2	0.191
שםנ	390	1	5.8	0.171
מגב	45	1	1.8	0.559
נשע	420	1	6.2	0.162
ןלג	83	1	0.7	1.439
זיש	317	1	3.9	0.257
רנן	300	1	2.7	0.366
אנל	81	1	20.6	0.049
ןתב	452	1	4.5	0.223
תכו	426	1	16.9	0.059
ירס	270	1	4.6	0.217
ופל	116	1	10.1	0.099
יטם	59	1	2.2	0.462
פחא	89	1	3.0	0.334
כדו	30	1	6.6	0.151
ןלק	180	1	1.5	0.648
זבע	79	1	1.5	0.688
וקס	166	1	1.2	0.866
קמל	170	1	5.2	0.191
זהג	15	1	0.5	2.137
רמז	247	1	2.1	0.483
לנט	89	1	1.4	0.729
ררכ	420	1	10.2	0.098
סכן	130	1	0.3	3.376
ךכה	45	1	2.9	0.345
שטן	359	1	0.4	2.328
רטה	214	1	3.3	0.304
טלפ	119	1	0.6	1.669
ינט	69	1	2.0	0.497
ךעת	490	1	2.4	0.413
זעמ	117	1	1.3	0.780
אזע	78	1	2.4	0.417
זעם	117	1	0.9	1.062
סגה	68	1	0.5	2.095
שםד	344	1	4.2	0.240
יכז	37	1	2.1	0.466
קסם	200	1	0.4	2.491
כעת	490	1	6.2	0.161
לטר	239	1	2.5	0.396
ףוד	90	1	0.6	1.567
גםק	143	1	0.4	2.654
אאק	102	1	12.3	0.081
חךא	29	1	2.3	0.429
ןנא	101	1	4.1	0.246
וכג	29	1	2.0	0.503
יזל	47	1	5.4	0.186
גגמ	46	1	0.2	4.330
חץכ	118	1	0.2	4.368
רךז	227	1	0.5	2.080
שפע	450	1	2.7	0.370
קםש	440	1	2.8	0.360
מחץ	138	1	0.4	2.604
קרק	400	1	1.4	0.698
כופ	106	1	4.1	0.247
בשט	311	1	1.6	0.607
ראן	251	1	7.5	0.133
נחס	118	1	0.6	1.751
לףפ	190	1	0.3	3.628
נזנ	107	1	0.8	1.300
ודז	17	1	1.7	0.589
זוי	23	1	7.6	0.131
תכז	427	1	1.2	0.819
רצר	490	1	3.5	0.289
בנכ	72	1	5.0	0.201
רנכ	270	1	5.5	0.181
רפע	350	1	3.1	0.318
הצת	495	1	5.3	0.189
לעא	101	1	23.4	0.043
לנמ	120	1	11.0	0.091
כין	80	1	4.2	0.241
גימ	53	1	3.4	0.290
שלנ	380	1	11.9	0.084
ץלח	128	1	0.6	1.748
החפ	93	1	3.1	0.322
ןחפ	138	1	0.5	2.117
החג	16	1	1.5	0.657
פםמ	160	1	2.4	0.423
ופמ	126	1	6.8	0.147
ופם	126	1	5.0	0.200
עאר	271	1	19.7	0.051
לףש	410	1	1.0	1.003
טנח	67	1	0.5	2.184
תןנ	500	1	2.7	0.370
קנח	158	1	1.2	0.840
נעה	125	1	11.1	0.090
םפי	130	1	5.2	0.194
מםש	380	1	8.6	0.117
סךנ	130	1	0.3	3.751
םחצ	138	1	0.8	1.249
פטם	129	1	0.3	3.387
חחא	17	1	5.0	0.200
כהם	65	1	9.2	0.109
טםו	55	1	2.1	0.478
דמנ	94	1	3.6	0.278
מבט	51	1	1.5	0.654
חלצ	128	1	1.6	0.615
לףח	118	1	0.5	2.176
סבן	112	1	0.6	1.777
גוב	11	1	3.8	0.265
בזכ	29	1	1.1	0.898
כבז	29	1	1.1	0.898
םחנ	98	1	2.7	0.371
ץתת	890	1	1.2	0.839
דנפ	134	1	1.1	0.934
הןת	455	1	7.7	0.130
זמן	97	1	0.5	2.054
אצא	92	1	7.7	0.130
שאד	305	1	10.6	0.094
בצב	94	1	2.8	0.355
זאח	16	1	1.5	0.652
ידט	23	1	1.4	0.697
עגי	83	1	2.7	0.373
קלמ	170	1	5.2	0.191
אבז	10	1	3.5	0.286
רעט	279	1	1.3	0.759
בען	122	1	2.8	0.356
וחן	64	1	3.3	0.299
נעם	160	1	4.2	0.238
ץחש	398	1	0.4	2.414
צול	126	1	6.9	0.145
ץצב	182	1	0.2	5.627
לוץ	126	1	2.4	0.411
ץהג	98	1	0.2	4.564
ןנע	170	1	1.7	0.591
ץסב	152	1	0.1	7.334
עטר	279	1	1.3	0.759
ןמנ	140	1	2.2	0.459
הןח	63	1	3.1	0.325
ססב	122	1	0.3	3.367
פקה	185	1	2.0	0.493
ממס	140	1	1.7	0.594
צןה	145	1	1.3	0.796
ונן	106	1	4.6	0.217
ןמב	92	1	3.6	0.277
ץמפ	210	1	0.2	4.342
םאע	111	1	11.5	0.087
צןע	210	1	0.5	1.986
נסב	112	1	1.3	0.768
לצד	124	1	1.6	0.628
לזפ	117	1	0.7	1.365
שפמ	420	1	3.5	0.288
ףים	130	1	1.0	1.005
חזא	16	1	1.5	0.652
צימ	140	1	4.8	0.209
חוק	114	1	3.7	0.271
דנש	354	1	3.9	0.258
ןיג	63	1	1.0	0.982
פטן	139	1	0.1	8.425
אפל	111	1	9.0	0.111
עזן	127	1	0.4	2.642
עןפ	200	1	0.7	1.353
זתם	447	1	1.5	0.665
שלע	400	1	13.5	0.074
ךזה	32	1	0.7	1.347
תמג	443	1	2.0	0.510
זתב	409	1	2.3	0.431
טמג	52	1	0.2	5.069
חעד	82	1	2.0	0.492
לטת	439	1	2.5	0.400
בפג	85	1	0.5	1.875
הדפ	89	1	3.0	0.329
אגא	5	1	5.5	0.181
צחב	100	1	1.2	0.810
צחמ	138	1	1.1	0.917
ודם	50	1	8.2	0.123
טלד	43	1	1.0	1.021
ניצ	150	1	3.3	0.306
דמב	46	1	6.0	0.168
אךל	51	1	7.0	0.143
ממט	89	1	1.3	0.741
רבד	206	1	7.5	0.134
דשד	308	1	2.8	0.362
חוף	94	1	0.7	1.536
דיט	23	1	1.4	0.697
רחכ	228	1	4.0	0.249
טתם	449	1	1.2	0.813
טכק	129	1	0.3	3.827
טןכ	79	1	0.2	4.212
עםג	113	1	0.9	1.109
כםז	67	1	0.7	1.385
וחז	21	1	1.7	0.578
בזי	19	1	4.1	0.245
םטו	55	1	2.1	0.478
ךים	70	1	4.0	0.249
תזד	411	1	1.0	1.002
ףכא	101	1	0.7	1.445
עםצ	200	1	1.3	0.799
צםע	200	1	1.3	0.799
מדר	244	1	6.6	0.151
לתצ	520	1	4.1	0.246
םרפ	320	1	3.0	0.337
ףהם	125	1	0.9	1.132
כענ	140	1	3.4	0.293
ץיר	300	1	2.1	0.472
חלז	45	1	1.2	0.818
טנת	459	1	1.1	0.874
ץרפ	370	1	0.3	3.457
םזמ	87	1	1.2	0.826
מוס	106	1	3.6	0.281
חלר	238	1	10.0	0.100
זזנ	64	1	0.2	5.815
גבמ	45	1	1.8	0.559
גבב	7	1	2.0	0.493
ידש	314	1	12.4	0.081
ןצי	150	1	1.4	0.707
